concept,member,sort weight,member type
Chronic care diagnosis,Dissociative Conversion Disorder,4,q-and-a
Chronic care diagnosis,Puerperal Mental Disorder,5,q-and-a
Chronic care diagnosis,Psychological Developmental Disorder,6,q-and-a
Chronic care diagnosis,Asthma,7,q-and-a
Chronic care diagnosis,Hypertension,8,q-and-a
Chronic care diagnosis,Epilepsy,9,q-and-a
Chronic care diagnosis,Diabetes,10,q-and-a
Chronic care diagnosis,Type 1 diabetes,11,q-and-a
Chronic care diagnosis,Type 2 diabetes,12,q-and-a
Chronic care diagnosis,Heart failure,13,q-and-a
Chronic care diagnosis,Chronic kidney disease,14,q-and-a
Chronic care diagnosis,Stroke,15,q-and-a
Chronic care diagnosis,Chronic obstructive pulmonary disease,16,q-and-a
Chronic care diagnosis,Depression,17,q-and-a
Chronic care diagnosis,Acute Psychotic disorder,18,q-and-a
Chronic care diagnosis,Other Mental Health Diagnosis non-coded,19,q-and-a
Chronic care diagnosis,Other mental health diagnosis 1,20,q-and-a
Chronic care diagnosis,Other mental health diagnosis 2,21,q-and-a
Chronic care diagnosis,Other non-coded,22,q-and-a
Chronic care diagnosis,Schizophrenia,23,q-and-a
Chronic care diagnosis,Schizoaffective Disorder,24,q-and-a
Chronic care diagnosis,Organic mental disorder (acute),25,q-and-a
Chronic care diagnosis,Organic mental disorder (chronic),26,q-and-a
Chronic care diagnosis,"Bipolar Affective Disorder, Manic",27,q-and-a
Chronic care diagnosis,Anxiety disorder,28,q-and-a
Chronic care diagnosis,Alcohol-induced mental and behavior disorder,29,q-and-a
Chronic care diagnosis,Drug-induced mental and behavior disorder,30,q-and-a
Chronic care diagnosis,"Reaction to severe stress, and adjustment disorder",31,q-and-a
Chronic care diagnosis,"Dissociative, Conversion and Factitious Disorders",32,q-and-a
Chronic care diagnosis,Somatoform Disorder,33,q-and-a
Chronic care diagnosis,Puerperal disorder,34,q-and-a
Chronic care diagnosis,Personality Disorder,35,q-and-a
Chronic care diagnosis,Mental retardation,36,q-and-a
Chronic care diagnosis,Psychological development disorder,37,q-and-a
Chronic care diagnosis,Hyperkinetic behavior,38,q-and-a
Chronic care diagnosis,Sickle cell disease,39,q-and-a
Chronic care diagnosis,Tropical splenomegaly syndrome,40,q-and-a
Chronic care diagnosis,Cirrhosis,41,q-and-a
Chronic care diagnosis,Rheumatic heart disease,42,q-and-a
Chronic care diagnosis,Congestive heart failure,43,q-and-a
Chronic care diagnosis,Polycystic kidney disease,44,q-and-a
Chronic care diagnosis,Rheumatoid arthritis,45,q-and-a
Chronic care diagnosis,Hepatitis B,46,q-and-a
Chronic care diagnosis,Deep vein thrombosis,47,q-and-a
Chronic care diagnosis,Congenital heart disease,48,q-and-a
Chronic care diagnosis,Coronary artery disease,49,q-and-a
Chronic care diagnosis,Other diagnosis,50,q-and-a
Chronic care diagnosis,Mood Affective Disorder (Bipolar),51,q-and-a
Chronic liver disease,No,8949,q-and-a
Chronic liver disease,Yes,8950,q-and-a
Colposcopy of cervix with acetic acid,Normal,1,q-and-a
Colposcopy of cervix with acetic acid,Abnormal,2,q-and-a
Colposcopy of cervix with acetic acid,Neoplasm,3,q-and-a
Colposcopy of cervix with acetic acid,Other non-coded,4,q-and-a
Communication Development,Yes,1,q-and-a
Communication Development,No,2,q-and-a
Complications since last visit,Yes,1,q-and-a
Complications since last visit,No,2,q-and-a
Confirmatory HIV test type,HIV DNA polymerase chain reaction,9597,q-and-a
Confirmatory HIV test type,"HIV rapid test, qualitative",9598,q-and-a
Confirmatory HIV test type,Unknown,9599,q-and-a
Confirmed (coded),Yes,1,q-and-a
Confirmed (coded),No,2,q-and-a
Confirmed (coded),Unknown,3,q-and-a
Continue followup,Yes,1,q-and-a
Continue followup,No,2,q-and-a
Counseling,Yes,1,q-and-a
Counseling,No,2,q-and-a
Course Hair,Yes,1,q-and-a
Course Hair,No,2,q-and-a
Course Hair,Unknown,3,q-and-a
Cup-feeding,Yes,1,q-and-a
Cup-feeding,No,2,q-and-a
Currently (or in the last week) taking antibiotics,No,8897,q-and-a
Currently (or in the last week) taking antibiotics,Yes,8898,q-and-a
Date scheduled,Yes,1,q-and-a
Date scheduled,No,2,q-and-a
Development Counsel,Yes,1,q-and-a
Development Counsel,No,2,q-and-a
Diabetes mellitus,Diabetic polyneuropathy,9299,q-and-a
Diabetes mellitus,Other,9300,q-and-a
Diabetes mellitus,Ulcers,9301,q-and-a
Diabetes mellitus,Diabetic ketoacidosis,9302,q-and-a
Diabetes mellitus,Hyperglycaemia,9303,q-and-a
Diabetes mellitus,Hypoglycemia,9304,q-and-a
Diabetes mellitus,Diabetic retinopathy,9305,q-and-a
Diabetes mellitus,Opportunistic infections,9306,q-and-a
Diabetes mellitus,Hyper-osmolar non-ketotic diabetic coma,9307,q-and-a
Diabetes mellitus,Diabetic lactic acidosis,9308,q-and-a
Diabetes mellitus,Diabetic nephropathy,9309,q-and-a
Diagnosis,Angio-edema,3932,q-and-a
Diagnosis,Anxiety disorder,3934,q-and-a
Diagnosis,Acquired immunodeficiency syndrome,3935,q-and-a
Diagnosis,Assault,3936,q-and-a
Diagnosis,Anemia,3937,q-and-a
Diagnosis,Arthritis,3939,q-and-a
Diagnosis,"Anemia, blood loss",3941,q-and-a
Diagnosis,"Anemia, hemolysis",3942,q-and-a
Diagnosis,Anaphylaxis,3943,q-and-a
Diagnosis,Allergy,3944,q-and-a
Diagnosis,Amoebiasis,3946,q-and-a
Diagnosis,Acute pneumonia presumed bacterial,3947,q-and-a
Diagnosis,"Accident, NOT otherwise specified",3949,q-and-a
Diagnosis,Appendicitis,3950,q-and-a
Diagnosis,"Accident, motor vehicle",3951,q-and-a
Diagnosis,Angular cheilitis,3952,q-and-a
Diagnosis,Acne,3953,q-and-a
Diagnosis,Abscess,3954,q-and-a
Diagnosis,"Acute necrotizing ulcerative stomatitis, gingivitis or periodontitis",3955,q-and-a
Diagnosis,"Anemia, iron deficiency",3956,q-and-a
Diagnosis,"Bite, dog",3958,q-and-a
Diagnosis,Bronchitis,3960,q-and-a
Diagnosis,Asthma exacerbation,3961,q-and-a
Diagnosis,Other neurological condition,3962,q-and-a
Diagnosis,Schistosomiasis,3963,q-and-a
Diagnosis,Biliary tract disease not otherwise specified,3964,q-and-a
Diagnosis,Asthma,3965,q-and-a
Diagnosis,"Candidiasis, vaginal",3967,q-and-a
Diagnosis,Brucellosis,3969,q-and-a
Diagnosis,Asymptomatic HIV infection,3971,q-and-a
Diagnosis,Bartholin's abscess,3973,q-and-a
Diagnosis,Bronchopneumonia,3974,q-and-a
Diagnosis,Candidiasis,3976,q-and-a
Diagnosis,"Bite, animal",3977,q-and-a
Diagnosis,"Leishmaniasis, atypical disseminated",3978,q-and-a
Diagnosis,Burn,3979,q-and-a
Diagnosis,"Bronchitis, acute",3980,q-and-a
Diagnosis,"Bite, human",3981,q-and-a
Diagnosis,Cardiomyopathy,3983,q-and-a
Diagnosis,Cardiovascular disease,3984,q-and-a
Diagnosis,Cataract,3985,q-and-a
Diagnosis,Cellulitis,3986,q-and-a
Diagnosis,Toxoplasmosis of the brain,3987,q-and-a
Diagnosis,Cerebral palsy,3988,q-and-a
Diagnosis,Cerumen impaction,3989,q-and-a
Diagnosis,Cervicitis,3990,q-and-a
Diagnosis,Chalazion,3991,q-and-a
Diagnosis,Chlamydia trachomatis,3993,q-and-a
Diagnosis,Cholecystitis,3994,q-and-a
Diagnosis,Cholera,3995,q-and-a
Diagnosis,"Chronic HIV-associated lung disease, including bronchiectasis",3996,q-and-a
Diagnosis,Chronic isosporiasis,3997,q-and-a
Diagnosis,Congestive heart failure,4000,q-and-a
Diagnosis,Conjunctivitis,4001,q-and-a
Diagnosis,Seizures,4002,q-and-a
Diagnosis,Convulsions or neurological deficit presumed cerebral lymphoma,4003,q-and-a
Diagnosis,Convulsions or neurological deficit presumed due to tuberculosis,4004,q-and-a
Diagnosis,Convulsions or neurological deficit presumed malaria,4005,q-and-a
Diagnosis,Convulsions or neurological deficit presumed toxoplasmosis,4006,q-and-a
Diagnosis,Cryptococcosis,4007,q-and-a
Diagnosis,Deceased,4009,q-and-a
Diagnosis,Dementia,4010,q-and-a
Diagnosis,"Dementia, senile",4011,q-and-a
Diagnosis,Dental caries,4012,q-and-a
Diagnosis,Depression,4013,q-and-a
Diagnosis,"Dermatitis, allergic",4016,q-and-a
Diagnosis,Dermatophytosis,4017,q-and-a
Diagnosis,Diabetes insipidus,4019,q-and-a
Diagnosis,Diabetes mellitus,4020,q-and-a
Diagnosis,Diarrhea,4021,q-and-a
Diagnosis,"Diarrhea, bacterial",4023,q-and-a
Diagnosis,"Diarrhea, parasite",4025,q-and-a
Diagnosis,Dislocation,4028,q-and-a
Diagnosis,Disseminated non-tuberculosis mycobacterial infection,4029,q-and-a
Diagnosis,Duodenal ulcer,4030,q-and-a
Diagnosis,Dysentery bacilliary,4032,q-and-a
Diagnosis,Eczema,4033,q-and-a
Diagnosis,Encephalopathy,4034,q-and-a
Diagnosis,HIV encephalopathy,4035,q-and-a
Diagnosis,Encephalopathy presumed not due to HIV,4036,q-and-a
Diagnosis,Enteropathy,4037,q-and-a
Diagnosis,Epilepsy,4038,q-and-a
Diagnosis,Extrapulmonary cryptococcosis including meningitis,4039,q-and-a
Diagnosis,Extrapulmonary tuberculosis without lymphadenopathy,4040,q-and-a
Diagnosis,Failure to thrive,4043,q-and-a
Diagnosis,False labor,4044,q-and-a
Diagnosis,Fever of unknown origin,4046,q-and-a
Diagnosis,Folliculitis,4047,q-and-a
Diagnosis,Foreign body,4048,q-and-a
Diagnosis,Fracture,4049,q-and-a
Diagnosis,"Fracture, colles",4050,q-and-a
Diagnosis,Fungal infection,4051,q-and-a
Diagnosis,Fungal nail infection,4053,q-and-a
Diagnosis,Furunculosis,4055,q-and-a
Diagnosis,Gallstones,4056,q-and-a
Diagnosis,Gastric ulcer,4057,q-and-a
Diagnosis,"Gastritis, nos",4058,q-and-a
Diagnosis,Gastroenteritis,4059,q-and-a
Diagnosis,"Genital ulcers, chancroid",4060,q-and-a
Diagnosis,"Genital ulcers, lgv",4061,q-and-a
Diagnosis,Gingivitis,4062,q-and-a
Diagnosis,Gonorrhea,4063,q-and-a
Diagnosis,Head injury,4065,q-and-a
Diagnosis,Helminthiasis,4066,q-and-a
Diagnosis,Hepatitis,4067,q-and-a
Diagnosis,Hepatitis A,4068,q-and-a
Diagnosis,Hepatitis B,4069,q-and-a
Diagnosis,Hepatitis C,4070,q-and-a
Diagnosis,Hepatotoxicity,4071,q-and-a
Diagnosis,Herpes simplex genital infection,4072,q-and-a
Diagnosis,Herpes zoster,4073,q-and-a
Diagnosis,HIV infected,4074,q-and-a
Diagnosis,Hypertension,4075,q-and-a
Diagnosis,Human immunodeficiency virus,4076,q-and-a
Diagnosis,Human papillomavirus,4077,q-and-a
Diagnosis,Hyperemesis gravidarum,4078,q-and-a
Diagnosis,Hypokalemia,4080,q-and-a
Diagnosis,Injury,4082,q-and-a
Diagnosis,Congestive heart failure,4084,q-and-a
Diagnosis,Invasive cancer of cervix,4086,q-and-a
Diagnosis,Sexually transmitted infection,4087,q-and-a
Diagnosis,Kaposi sarcoma oral,4089,q-and-a
Diagnosis,Kaposis sarcoma,4090,q-and-a
Diagnosis,Labor pain,4092,q-and-a
Diagnosis,Laceration,4094,q-and-a
Diagnosis,Leiomyosarcoma,4095,q-and-a
Diagnosis,Leukaemia,4097,q-and-a
Diagnosis,Progressive multifocal leukoencephalopathy,4098,q-and-a
Diagnosis,Lineal gingival erythema,4099,q-and-a
Diagnosis,Cerebral or B-cell non Hodgkin lymphoma,4101,q-and-a
Diagnosis,Malaria,4102,q-and-a
Diagnosis,Malnutrition,4108,q-and-a
Diagnosis,Mastitis,4109,q-and-a
Diagnosis,Measles,4110,q-and-a
Diagnosis,Meningitis,4111,q-and-a
Diagnosis,Meningitis acute bacterial,4112,q-and-a
Diagnosis,Meningitis sub-acute presumed cryptococcus,4113,q-and-a
Diagnosis,Meningitis sub-acute presumed tuberculosis,4114,q-and-a
Diagnosis,Menstrual dysfunction,4115,q-and-a
Diagnosis,Incomplete abortion,4116,q-and-a
Diagnosis,Molluscum contagiosum,4117,q-and-a
Diagnosis,Candidiasis,4118,q-and-a
Diagnosis,Multidrug-resistant TB,4119,q-and-a
Diagnosis,Mumps,4120,q-and-a
Diagnosis,"Mycobacterium tuberculosis, extrapulmonary",4121,q-and-a
Diagnosis,"Mycobacterium tuberculosis, pulmonary",4122,q-and-a
Diagnosis,Neonatal sepsis,4123,q-and-a
Diagnosis,Neoplasm,4124,q-and-a
Diagnosis,Nephropathy,4125,q-and-a
Diagnosis,Other neurological condition,4126,q-and-a
Diagnosis,Peripheral neuropathy,4127,q-and-a
Diagnosis,Nocardiosis,4128,q-and-a
Diagnosis,Other enteritis,4133,q-and-a
Diagnosis,Other psychiatric or neurological adverse effect,4134,q-and-a
Diagnosis,Otitis externa,4135,q-and-a
Diagnosis,Otitis media,4136,q-and-a
Diagnosis,Papular itchy skin eruptions,4137,q-and-a
Diagnosis,Paraphimosis,4138,q-and-a
Diagnosis,Pellagra,4141,q-and-a
Diagnosis,Pelvic inflammatory disease,4142,q-and-a
Diagnosis,Peptic ulcer,4143,q-and-a
Diagnosis,Peripheral neuropathy,4144,q-and-a
Diagnosis,Persistent oral candidiasis,4145,q-and-a
Diagnosis,Pertussis,4146,q-and-a
Diagnosis,Pharyngitis,4147,q-and-a
Diagnosis,Pneumocystis pneumonia,4149,q-and-a
Diagnosis,Pneumonia,4150,q-and-a
Diagnosis,"Pneumonia, lobar",4152,q-and-a
Diagnosis,Pulmonary tuberculosis,4153,q-and-a
Diagnosis,Pneumopathy,4154,q-and-a
Diagnosis,Pneumothorax,4155,q-and-a
Diagnosis,Poliomyelitis,4157,q-and-a
Diagnosis,Postpartum hemorrhage,4158,q-and-a
Diagnosis,Pregnancy,4159,q-and-a
Diagnosis,Ectopic pregnancy,4160,q-and-a
Diagnosis,"Pregnancy, hypertension associated",4161,q-and-a
Diagnosis,"Pregnancy, miscarriage",4162,q-and-a
Diagnosis,"Pregnancy, termination",4163,q-and-a
Diagnosis,Progressive multifocal leukoencephalopathy,4164,q-and-a
Diagnosis,Psychiatric history,4165,q-and-a
Diagnosis,Psychosis,4166,q-and-a
Diagnosis,Puerperal sepsis,4168,q-and-a
Diagnosis,Pulmonary effusion,4169,q-and-a
Diagnosis,Rectovaginal fistula,4174,q-and-a
Diagnosis,Recurrent bacteraemia or sepsis with NTS,4175,q-and-a
Diagnosis,"Oral ulcerations, recurrent",4176,q-and-a
Diagnosis,"Bacterial infections, severe recurrent  (empyema, pyomyositis, meningitis, bone/joint infections but EXCLUDING pneumonia)",4177,q-and-a
Diagnosis,Rheumatic heart disease,4180,q-and-a
Diagnosis,Rheumatoid arthritis,4181,q-and-a
Diagnosis,Scabies,4186,q-and-a
Diagnosis,Schistosomiasis,4187,q-and-a
Diagnosis,Schizophrenia,4188,q-and-a
Diagnosis,Seborrhoeic dermatitis,4190,q-and-a
Diagnosis,Seizures,4191,q-and-a
Diagnosis,Severe dysphagia presumed invasive,4194,q-and-a
Diagnosis,Sexual assault,4195,q-and-a
Diagnosis,Sexually transmitted infection,4197,q-and-a
Diagnosis,Shoulder dislocation,4198,q-and-a
Diagnosis,Sinusitis,4199,q-and-a
Diagnosis,Spondylosis,4204,q-and-a
Diagnosis,Sub-acute pneumonia presumed pcp,4207,q-and-a
Diagnosis,Symptomatic nephropathy or cardiomyopathy presumed due to hiv,4208,q-and-a
Diagnosis,Synovitis,4209,q-and-a
Diagnosis,Syphilis,4210,q-and-a
Diagnosis,TB lymphadenopathy,4211,q-and-a
Diagnosis,TB status drug resistance,4212,q-and-a
Diagnosis,Thrombocytopenia,4213,q-and-a
Diagnosis,Tinea capitis,4215,q-and-a
Diagnosis,Tinea corporis,4216,q-and-a
Diagnosis,Tonsillitis,4217,q-and-a
Diagnosis,"Toxicity, drug",4218,q-and-a
Diagnosis,"Toxicity, food",4219,q-and-a
Diagnosis,"Toxicity, NOT otherwise specified",4220,q-and-a
Diagnosis,Trichomonas,4221,q-and-a
Diagnosis,Tuberculoma,4223,q-and-a
Diagnosis,Tuberculosis,4224,q-and-a
Diagnosis,Typhoid fever,4226,q-and-a
Diagnosis,"Anaemia, unexplained < 8 g/dl",4231,q-and-a
Diagnosis,Unexplained persistant heptomegaly and splenomegaly,4232,q-and-a
Diagnosis,Upper respiratory tract infection,4234,q-and-a
Diagnosis,Urinary tract infection,4236,q-and-a
Diagnosis,Vaginal/urethral discharge Non-GC,4239,q-and-a
Diagnosis,Vaginitis,4240,q-and-a
Diagnosis,Varicella zoster,4241,q-and-a
Diagnosis,Varicose leg ulcers,4242,q-and-a
Diagnosis,Venous stasis,4243,q-and-a
Diagnosis,Wart virus infection,4244,q-and-a
Diagnosis,Vitamin C deficiency,4245,q-and-a
Diagnosis,Vitamin D deficiency,4246,q-and-a
Diagnosis,HIV wasting syndrome (severe weight loss + persistent fever or severe weight loss + chronic diarrhoea),4247,q-and-a
Diagnosis,"Wound, deep",4252,q-and-a
Diagnosis,"Wound, septic",4254,q-and-a
Diagnosis,Yellow fever,4255,q-and-a
Diagnosis,Herpes zoster,4256,q-and-a
Diagnosis,"Bronchitis, recurrent",4257,q-and-a
Diagnosis,"Rash, septic",8450,q-and-a
Diagnosis,"Arthritis, knee",8472,q-and-a
Diagnosis,Wound nos,8514,q-and-a
Diagnosis,654852ce-977f-11e1-8993-905e29aff6c1,8733,q-and-a
Diagnosis,6546bef0-977f-11e1-8993-905e29aff6c1,8734,q-and-a
Diagnosis,65469150-977f-11e1-8993-905e29aff6c1,8735,q-and-a
Diagnosis,654850a8-977f-11e1-8993-905e29aff6c1,8736,q-and-a
Diagnosis,65483488-977f-11e1-8993-905e29aff6c1,8737,q-and-a
Diagnosis,65461612-977f-11e1-8993-905e29aff6c1,8738,q-and-a
Diagnosis,6546b1f8-977f-11e1-8993-905e29aff6c1,8739,q-and-a
Diagnosis,6546de12-977f-11e1-8993-905e29aff6c1,8740,q-and-a
Diagnosis,6546b536-977f-11e1-8993-905e29aff6c1,8741,q-and-a
Diagnosis,6545d260-977f-11e1-8993-905e29aff6c1,8742,q-and-a
Diagnosis,654b163a-977f-11e1-8993-905e29aff6c1,8743,q-and-a
Diagnosis,656a248a-977f-11e1-8993-905e29aff6c1,8744,q-and-a
Diagnosis,654606e0-977f-11e1-8993-905e29aff6c1,8745,q-and-a
Diagnosis,6546c44a-977f-11e1-8993-905e29aff6c1,8746,q-and-a
Diagnosis,6545d99a-977f-11e1-8993-905e29aff6c1,8747,q-and-a
Diagnosis,6545d47c-977f-11e1-8993-905e29aff6c1,8748,q-and-a
Diagnosis,6545b74e-977f-11e1-8993-905e29aff6c1,8749,q-and-a
Diagnosis,654993aa-977f-11e1-8993-905e29aff6c1,8750,q-and-a
Diagnosis,6547a4f0-977f-11e1-8993-905e29aff6c1,8751,q-and-a
Diagnosis,6545ecc8-977f-11e1-8993-905e29aff6c1,8752,q-and-a
Diagnosis,6546a2da-977f-11e1-8993-905e29aff6c1,8753,q-and-a
Diagnosis,654695c4-977f-11e1-8993-905e29aff6c1,8754,q-and-a
Diagnosis,6546259e-977f-11e1-8993-905e29aff6c1,8755,q-and-a
Diagnosis,6548aae4-977f-11e1-8993-905e29aff6c1,8756,q-and-a
Diagnosis,654afcea-977f-11e1-8993-905e29aff6c1,8757,q-and-a
Diagnosis,6545e3ae-977f-11e1-8993-905e29aff6c1,8758,q-and-a
Diagnosis,6545dfb2-977f-11e1-8993-905e29aff6c1,8759,q-and-a
Diagnosis,6545b956-977f-11e1-8993-905e29aff6c1,8760,q-and-a
Diagnosis,6547ab80-977f-11e1-8993-905e29aff6c1,8761,q-and-a
Diagnosis,654853dc-977f-11e1-8993-905e29aff6c1,8762,q-and-a
Diagnosis,65698a5c-977f-11e1-8993-905e29aff6c1,8763,q-and-a
Diagnosis,6545e1b0-977f-11e1-8993-905e29aff6c1,8764,q-and-a
Diagnosis,6546ada2-977f-11e1-8993-905e29aff6c1,8765,q-and-a
Diagnosis,6546c008-977f-11e1-8993-905e29aff6c1,8766,q-and-a
Diagnosis,6546d9c6-977f-11e1-8993-905e29aff6c1,8767,q-and-a
Diagnosis,654751bc-977f-11e1-8993-905e29aff6c1,8768,q-and-a
Diagnosis,656983f4-977f-11e1-8993-905e29aff6c1,8769,q-and-a
Diagnosis,654a5150-977f-11e1-8993-905e29aff6c1,8770,q-and-a
Diagnosis,6546d354-977f-11e1-8993-905e29aff6c1,8771,q-and-a
Diagnosis,65483370-977f-11e1-8993-905e29aff6c1,8772,q-and-a
Diagnosis,6545e9bc-977f-11e1-8993-905e29aff6c1,8773,q-and-a
Diagnosis,6545c9f0-977f-11e1-8993-905e29aff6c1,8774,q-and-a
Diagnosis,6545cb08-977f-11e1-8993-905e29aff6c1,8775,q-and-a
Diagnosis,654696dc-977f-11e1-8993-905e29aff6c1,8776,q-and-a
Diagnosis,6546b874-977f-11e1-8993-905e29aff6c1,8777,q-and-a
Diagnosis,65483262-977f-11e1-8993-905e29aff6c1,8778,q-and-a
Diagnosis,65462260-977f-11e1-8993-905e29aff6c1,8779,q-and-a
Diagnosis,6546901a-977f-11e1-8993-905e29aff6c1,8780,q-and-a
Diagnosis,6546bdd8-977f-11e1-8993-905e29aff6c1,8781,q-and-a
Diagnosis,6545d58a-977f-11e1-8993-905e29aff6c1,8782,q-and-a
Diagnosis,65465a96-977f-11e1-8993-905e29aff6c1,8783,q-and-a
Diagnosis,6546e146-977f-11e1-8993-905e29aff6c1,8784,q-and-a
Diagnosis,65474f8c-977f-11e1-8993-905e29aff6c1,8785,q-and-a
Diagnosis,6546b64e-977f-11e1-8993-905e29aff6c1,8786,q-and-a
Diagnosis,65485b66-977f-11e1-8993-905e29aff6c1,8787,q-and-a
Diagnosis,654b1522-977f-11e1-8993-905e29aff6c1,8788,q-and-a
Diagnosis,6545b852-977f-11e1-8993-905e29aff6c1,8789,q-and-a
Diagnosis,6545da9e-977f-11e1-8993-905e29aff6c1,8790,q-and-a
Diagnosis,65487cf4-977f-11e1-8993-905e29aff6c1,8791,q-and-a
Diagnosis,654aaa4c-977f-11e1-8993-905e29aff6c1,8792,q-and-a
Diagnosis,65469d6c-977f-11e1-8993-905e29aff6c1,8793,q-and-a
Diagnosis,654ab230-977f-11e1-8993-905e29aff6c1,8794,q-and-a
Diagnosis,654ac14e-977f-11e1-8993-905e29aff6c1,8795,q-and-a
Diagnosis,6545e0ac-977f-11e1-8993-905e29aff6c1,8796,q-and-a
Diagnosis,654a55a6-977f-11e1-8993-905e29aff6c1,8797,q-and-a
Diagnosis,6546cdf0-977f-11e1-8993-905e29aff6c1,8798,q-and-a
Diagnosis,6545dca6-977f-11e1-8993-905e29aff6c1,8799,q-and-a
Diagnosis,6549a912-977f-11e1-8993-905e29aff6c1,8800,q-and-a
Diagnosis,654aab50-977f-11e1-8993-905e29aff6c1,8801,q-and-a
Diagnosis,6546c788-977f-11e1-8993-905e29aff6c1,8802,q-and-a
Diagnosis,6547a2ca-977f-11e1-8993-905e29aff6c1,8803,q-and-a
Diagnosis,654aea70-977f-11e1-8993-905e29aff6c1,8804,q-and-a
Diagnosis,6546d23c-977f-11e1-8993-905e29aff6c1,8805,q-and-a
Diagnosis,65469268-977f-11e1-8993-905e29aff6c1,8806,q-and-a
Diagnosis,654a5038-977f-11e1-8993-905e29aff6c1,8807,q-and-a
Diagnosis,6545a51a-977f-11e1-8993-905e29aff6c1,8808,q-and-a
Diagnosis,654acbc6-977f-11e1-8993-905e29aff6c1,8809,q-and-a
Diagnosis,6546d016-977f-11e1-8993-905e29aff6c1,8810,q-and-a
Diarrhea Persistent,Yes,1,q-and-a
Diarrhea Persistent,No,2,q-and-a
Difficult breathing,Yes,1,q-and-a
Difficult breathing,No,2,q-and-a
Discharge,Yes,1,q-and-a
Discharge,No,2,q-and-a
DNA-PCR Testing Result,Negative,9800,q-and-a
DNA-PCR Testing Result,Positive,9801,q-and-a
DNA-PCR Testing Result 2,Negative,9802,q-and-a
DNA-PCR Testing Result 2,Positive,9803,q-and-a
DNA-PCR Testing Result 3,Negative,9804,q-and-a
DNA-PCR Testing Result 3,Positive,9805,q-and-a
Done,Yes,1,q-and-a
Done,No,2,q-and-a
Done,Unknown,3,q-and-a
Duration (coded),Less than or equal to 48 hours,1,q-and-a
Duration (coded),Seven Days,2,q-and-a
